distribution,alpha,kmax,R0_target,R0_measured,beta_ma,beta_cm,final_EBMA,peak_EBMA,tpeak_EBMA,final_Static,peak_Static,tpeak_Static
"Power law α=3.0, kmax=30",3.0,30,0.82,0.8200000000000001,0.33090547055873687,1.2461076433232825,5.5552335090159125e-06,1.0000001882115583e-06,0.0,2.47332054718655e-06,1.0000001885446252e-06,0.0
"Power law α=3.0, kmax=30",3.0,30,0.83,0.8299999999999997,0.33494090312652625,1.2807671726709173,5.881913069101844e-06,1.0000001882115583e-06,0.0,2.579001926064059e-06,1.0000001885446252e-06,0.0
"Power law α=3.0, kmax=30",3.0,30,0.84,0.84,0.3389763356943158,1.3165131240485404,6.249824200335328e-06,1.0000001882115583e-06,0.0,2.6978916053679113e-06,1.0000001885446252e-06,0.0
"Power law α=3.0, kmax=30",3.0,30,0.85,0.8499999999999999,0.3430117682621052,1.3533973925411842,6.666045930619432e-06,1.0000001882115583e-06,0.0,2.832630731011789e-06,1.0000001885446252e-06,0.0
"Power law α=3.0, kmax=30",3.0,30,0.86,0.86,0.34704720082989476,1.3914752318722756,7.1421776629151425e-06,1.0000001882115583e-06,0.0,2.9866148464150116e-06,1.0000001885446252e-06,0.0
"Power law α=3.0, kmax=30",3.0,30,0.87,0.8699999999999999,0.3510826333976842,1.4308055305851521,7.69164044909447e-06,1.0000001882115583e-06,0.0,3.1642839628069767e-06,1.0000001885446252e-06,0.0
"Power law α=3.0, kmax=30",3.0,30,0.88,0.8800000000000001,0.35511806596547374,1.4714511159328247,8.332254505198968e-06,1.0000001882115583e-06,0.0,3.3715575674954236e-06,1.0000001885446252e-06,0.0
"Power law α=3.0, kmax=30",3.0,30,0.89,0.8899999999999998,0.3591534985332631,1.513479088774311,9.08922951033841e-06,1.0000001882115583e-06,0.0,3.616506808280018e-06,1.0000001885446252e-06,0.0
"Power law α=3.0, kmax=30",3.0,30,0.9,0.9,0.36318893110105266,1.5569611932323397,9.997575177285104e-06,1.0000001882115583e-06,0.0,3.910429712628277e-06,1.0000001885446252e-06,0.0
"Power law α=3.0, kmax=30",3.0,30,0.91,0.9099999999999999,0.3672243636688421,1.601974225396033,1.1107639962599587e-05,1.0000001882115583e-06,0.0,4.269642673618748e-06,1.0000001885446252e-06,0.0
"Power law α=3.0, kmax=30",3.0,30,0.92,0.92,0.37125979623663163,1.6486004859662462,1.2494993844128318e-05,1.0000001882115583e-06,0.0,4.718614325893332e-06,1.0000001885446252e-06,0.0
"Power law α=3.0, kmax=30",3.0,30,0.93,0.9299999999999998,0.375295228804421,1.696928282456174,1.4278059328472325e-05,1.0000001882115583e-06,0.0,5.295782448904579e-06,1.0000001885446252e-06,0.0
"Power law α=3.0, kmax=30",3.0,30,0.94,0.94,0.37933066137221055,1.7470524873943567,1.6654404229355087e-05,1.0000001882115583e-06,0.0,6.065178898601491e-06,1.0000001885446252e-06,0.0
"Power law α=3.0, kmax=30",3.0,30,0.95,0.9499999999999997,0.38336609393999993,1.799075159953945,1.99785464232151e-05,1.0000001882115583e-06,0.0,7.14197538374027e-06,1.0000001885446252e-06,0.0
"Power law α=3.0, kmax=30",3.0,30,0.96,0.96,0.3874015265077895,1.8531062395785274,2.4957677657189283e-05,1.0000001882115583e-06,0.0,8.756231956366933e-06,1.0000001885446252e-06,0.0
"Power law α=3.0, kmax=30",3.0,30,0.97,0.9699999999999999,0.3914369590755789,1.9092643215243605,3.3232300385956976e-05,1.0000001882115583e-06,0.0,1.1443523009727143e-05,1.0000001885446252e-06,0.0
"Power law α=3.0, kmax=30",3.0,30,0.98,0.9799999999999999,0.3954723916433684,1.967677525832207,4.964468609535143e-05,1.0000001882115583e-06,0.0,1.6802102906196876e-05,1.0000001885446252e-06,0.0
"Power law α=3.0, kmax=30",3.0,30,0.99,0.9899999999999999,0.3995078242111579,2.02848447312923,9.58912698009788e-05,1.0000001882115583e-06,0.0,3.266820439735075e-05,1.0000001885446252e-06,0.0
"Power law α=3.0, kmax=30",3.0,30,1.0,0.9999999999999998,0.4035432567789473,2.091835382903898,0.0003492863260750387,1.000127108360739e-06,2.8400710017750446,0.00026744759613256766,1.0000001885446252e-06,0.0
"Power law α=3.0, kmax=30",3.0,30,1.01,1.01,0.4075786893467369,2.157893312570606,0.00231545911283521,9.87364696172755e-06,343.79859496487416,0.0030402190397593003,2.4617870469879986e-05,141.97354933873348
"Power law α=3.0, kmax=30",3.0,30,1.02,1.0199999999999998,0.4116141219145263,2.226835558839768,0.0068760422151086355,3.627363787983085e-05,245.7961449036226,0.006032500268581809,9.689163589015042e-05,92.0723018075452
"Power law α=3.0, kmax=30",3.0,30,1.03,1.03,0.41564955448231583,2.2988552467508456,0.010745035561583927,7.986504001098772e-05,191.75479386984676,0.00903276078229875,0.00021998883085279797,68.63171579289482
"Power law α=3.0, kmax=30",3.0,30,1.04,1.0399999999999998,0.41968498705010526,2.3741631363567386,0.01434771523752228,0.00014031687141105153,158.55396384909625,0.012034344177585995,0.00039612750051879267,54.83137078426961
"Power law α=3.0, kmax=30",3.0,30,1.05,1.05,0.4237204196178948,2.452989682652643,0.01793522804247189,0.00021730488998905097,135.96339908497714,0.015036007534458586,0.0006275711808556477,45.631140778519466
"Power law α=3.0, kmax=30",3.0,30,1.06,1.0599999999999998,0.4277558521856842,2.5355873911537565,0.021527587062539096,0.0003105095160425911,119.49298732468313,0.018037558989662715,0.0009166272064487033,39.00097502437561
"Power law α=3.0, kmax=30",3.0,30,1.07,1.07,0.4317912847534738,2.622233519839797,0.025125512117522703,0.00041961858841577625,106.92267306682668,0.02103910013479872,0.0012656476447366772,33.970849271231785
"Power law α=3.0, kmax=30",3.0,30,1.08,1.0799999999999998,0.43582671732126316,2.713233188377604,0.028728863168815705,0.0005443239463153587,96.96242406060152,0.024040835608037,0.0016770349740868919,30.01075026875672
"Power law α=3.0, kmax=30",3.0,30,1.09,1.09,0.4398621498890527,2.8089229680905388,0.0323375683926942,0.0006843227141662411,88.8622215555389,0.02704300966320574,0.0021532472970933175,26.79066976674417
"Power law α=3.0, kmax=30",3.0,30,1.1,1.1,0.44389758245684213,2.909675041690304,0.03595161534818449,0.0008393188993988492,82.13205330133255,0.03004588095221928,0.0026968093484341805,24.12060301507538
"Power law α=3.0, kmax=30",3.0,30,1.11,1.11,0.4479330150246317,3.0159020411354396,0.03957100859923078,0.0010090216154039697,76.4419110477762,0.03304971121980771,0.003310322255376405,21.860546513662843
"Power law α=3.0, kmax=30",3.0,30,1.12,1.1199999999999999,0.45196844759242105,3.1280626961929476,0.04319576066635599,0.001193144371716616,71.56178904472613,0.03605475979293988,0.003996477635666067,19.920498012450313
"Power law α=3.0, kmax=30",3.0,30,1.13,1.13,0.45600388016021054,3.2466684567524675,0.04682586631197566,0.001391407465779853,67.32168304207606,0.03906128073927809,0.004758072838593658,18.240456011400287
"Power law α=3.0, kmax=30",3.0,30,1.14,1.1399999999999997,0.4600393127279999,3.372291290528509,0.0504613267276017,0.001603536203592687,63.601590039751,0.0420695213543385,0.0055980240094475366,16.760419010475264
"Power law α=3.0, kmax=30",3.0,30,1.15,1.15,0.4640747452957895,3.5055729069581236,0.05410211839404335,0.0018292614306806565,60.321508037700944,0.045079721352025204,0.006519405067220738,15.440386009650243
"Power law α=3.0, kmax=30",3.0,30,1.16,1.1599999999999997,0.4681101778635789,3.6472357211880793,0.05774820666577161,0.002068319199490888,57.3814345358634,0.04809211244619237,0.007525413451757515,14.270356758918973
"Power law α=3.0, kmax=30",3.0,30,1.17,1.17,0.47214561043136843,3.798095953563286,0.061399540843645996,0.0023204501393360374,54.75136878421961,0.051106918158205256,0.0086194774502516,13.210330258256457
"Power law α=3.0, kmax=30",3.0,30,1.18,1.18,0.47618104299915787,3.959079366161731,0.06505605349647703,0.0025854008334890086,52.37130928273207,0.05412435375914629,0.009805194776168997,12.250306257656442
"Power law α=3.0, kmax=30",3.0,30,1.19,1.19,0.4802164755669474,4.131240277215475,0.06871765588127843,0.002862922425440617,50.21125528138204,0.05714462629409733,0.011086389665453205,11.380284507112679
"Power law α=3.0, kmax=30",3.0,30,1.2,1.1999999999999997,0.4842519081347368,4.31578467863899,0.07238425823076118,0.0031527722576312686,48.231205780144506,0.06016793465723517,0.012467223530542897,10.580264506612666
"Power law α=3.0, kmax=30",3.0,30,1.21,1.2100000000000002,0.4882873407025264,4.514098528175711,0.07605573590054436,0.0034547110148884855,46.42116052901323,0.06319446969858432,0.013952178800989236,9.840246006150155
"Power law α=3.0, kmax=30",3.0,30,1.22,1.2199999999999998,0.49232277327031576,4.727782619861901,0.07973196102695151,0.0037685061945250398,44.7611190279757,0.06622441435049614,0.015545907189971293,9.160229005725144
"Power law α=3.0, kmax=30",3.0,30,1.23,1.23,0.49635820583810525,4.958695889223486,0.08341279317192316,0.004093927160079926,43.22108052701318,0.06925794376624904,0.01725359518237688,8.530213255331384
"Power law α=3.0, kmax=30",3.0,30,1.24,1.2399999999999998,0.5003936384058947,5.209009633498088,0.0870980698013403,0.0044307490391362475,41.80104502612566,0.0722952254658451,0.019081011483072372,7.940198504962625
"Power law α=3.0, kmax=30",3.0,30,1.25,1.2499999999999998,0.5044290709736842,5.481275997265141,0.09078762057704964,0.00477875364448626,40.471011775294386,0.07533641948581926,0.02103414226613147,7.390184754618866
"Power law α=3.0, kmax=30",3.0,30,1.26,1.26,0.5084645035414738,5.7785153030884455,0.09448125423468687,0.005137722527853758,39.24098102452562,0.07838167853099746,0.023119673445492026,6.870171754293858
"Power law α=3.0, kmax=30",3.0,30,1.27,1.2699999999999998,0.5124999361092631,6.104328567746306,0.09817877421890893,0.00550744847434715,38.0809520238006,0.08143114812681632,0.025345211822052238,6.39015975399385
"Power law α=3.0, kmax=30",3.0,30,1.28,1.2800000000000002,0.5165353686770527,6.4630441058377714,0.10187997406594533,0.005887722157829817,37.00092502312558,0.08448496677135936,0.027718494629048268,5.930148253706343
"Power law α=3.0, kmax=30",3.0,30,1.29,1.29,0.5205708012448421,6.8599109095599715,0.10558462318437527,0.006278340931651055,35.980899522488066,0.08754326608657438,0.030249074241232028,5.500137503437586
"Power law α=3.0, kmax=30",3.0,30,1.3,1.3000000000000003,0.5246062338126317,7.301357194708293,0.10929249624461208,0.00667911000743826,35.0308757718943,0.09060617096830503,0.03294690921836952,5.10012750318758
"Power law α=3.0, kmax=30",3.0,30,1.31,1.31,0.5286416663804211,7.795341257560639,0.11300335037577884,0.007089830438668704,34.13085327133179,0.09367379973500402,0.03582355794782235,4.710117752943824
"Power law α=3.0, kmax=30",3.0,30,1.32,1.32,0.5326770989482106,8.351835527170351,0.11671693131961675,0.007510312380979295,33.280832020800524,0.09674626427501228,0.03889126311786141,4.340108502712568
"Power law α=3.0, kmax=30",3.0,30,1.33,1.3299999999999998,0.536712531516,8.983506790007722,0.12043297737598674,0.007940373495431911,32.47081177029426,0.09982367019240787,0.042165160285987345,3.990099752493813
"Power law α=3.0, kmax=30",3.0,30,1.34,1.34,0.5407479640837896,9.706692059278796,0.12415122499131805,0.008379822239365321,31.71079276981925,0.10290611695143279,0.04566172731829797,3.6600915022875573
"Power law α=3.0, kmax=30",3.0,30,1.35,1.3499999999999999,0.5447833966515789,10.542831707621811,0.12787139414064444,0.008828487118405337,30.98077451936299,0.10599369801956053,0.04940028563498844,3.3400835020875523
"Power law α=3.0, kmax=30",3.0,30,1.36,1.36,0.5488188292193685,11.520631008317554,0.13159320708146577,0.009286186666327502,30.290757268931724,0.10908650100925565,0.05340362995172032,3.0300757518937975
"Power law α=3.0, kmax=30",3.0,30,1.37,1.3699999999999999,0.5528542617871579,12.67942198714846,0.13531637399426924,0.00975275223840151,29.640741018525464,0.11218460781850458,0.05769644998595825,2.740068501712543
"Power law α=3.0, kmax=30",3.0,30,1.38,1.38,0.5568896943549474,14.074582520406246,0.13904060460462966,0.010228014552761809,29.010725268131704,0.11528809477017044,0.06231401673444753,2.4500612515312885
"Power law α=3.0, kmax=30",3.0,30,1.39,1.3899999999999997,0.5609251269227368,15.78664821249131,0.14276559362110944,0.01071180378643559,28.420710517762945,0.1183970327502492,0.06729139191256026,2.1800545013625343
"Power law α=3.0, kmax=30",3.0,30,1.4,1.4000000000000001,0.5649605594905264,17.937429001690788,0.14649104611750602,0.011203963472080872,27.850696267406686,0.12151148734507453,0.072676165545345,1.91004775119378
"Power law α=3.0, kmax=30",3.0,30,1.41,1.4099999999999997,0.5689959920583157,20.720336042024172,0.150216654503989,0.011704334646310488,27.300682517062928,0.12463151897752515,0.0785279038473767,1.660041501037526
"Power law α=3.0, kmax=30",3.0,30,1.42,1.4200000000000002,0.5730314246261053,24.46205469110248,0.15394210796130497,0.012212753437415388,26.78066951673792,0.12775718304225914,0.08492577180403563,1.4100352508812721
"Power law α=3.0, kmax=30",3.0,30,1.43,1.43,0.5770668571938947,29.76122997245259,0.15766710207669243,0.01272906977689707,26.280657016425412,0.13088853004002732,0.09197611649276272,1.1600290007250182
"Power law α=3.0, kmax=30",3.0,30,1.44,1.4400000000000002,0.5811022897616843,37.84584656819053,0.16139132038920034,0.013253133550309756,25.800645016125404,0.1340256057110575,0.09981916333014984,0.9200230005750144
"Power law α=3.0, kmax=30",3.0,30,1.45,1.45,0.5851377223294737,51.69508281098715,0.16511444360047406,0.013784796181599085,25.340633515837897,0.137168451167531,0.1086881527460303,0.6900172504312608
"Power law α=3.0, kmax=30",3.0,30,1.46,1.46,0.5891731548972632,80.89050735787886,0.16883616451374214,0.014323907445655343,24.90062251556289,0.14031710302514463,0.11897469346177438,0.45001125028125705
"Power law α=3.0, kmax=30",3.0,30,1.47,1.4699999999999998,0.5932085874650526,182.62935401704584,0.1725561700376238,0.014870345812935379,24.470611765294134,0.14347159353374558,0.1315165820521326,0.2100052501312533
