distribution,alpha,kmax,R0_target,R0_measured,beta_ma,beta_cm,final_EBMA,peak_EBMA,tpeak_EBMA,final_Static,peak_Static,tpeak_Static
"Power law α=2.5, kmax=30",2.5,30,0.65,0.65,0.15259666957137827,0.24908080276931402,2.8568637532859497e-06,1.0000006609445222e-06,0.0,2.287360421051277e-06,1.0000006607224776e-06,0.0
"Power law α=2.5, kmax=30",2.5,30,0.66,0.6600000000000003,0.15494431064170722,0.2538857082893399,2.941126837660861e-06,1.0000006609445222e-06,0.0,2.3456100540946672e-06,1.0000006607224776e-06,0.0
"Power law α=2.5, kmax=30",2.5,30,0.67,0.6700000000000003,0.1572919517120361,0.25872772313071063,3.030372135474317e-06,1.0000006609445222e-06,0.0,2.4073897308691518e-06,1.0000006607224776e-06,0.0
"Power law α=2.5, kmax=30",2.5,30,0.68,0.6800000000000003,0.159639592782365,0.26360727886492125,3.1247423670126686e-06,1.0000006609445222e-06,0.0,2.473030360269199e-06,1.0000006607224776e-06,0.0
"Power law α=2.5, kmax=30",2.5,30,0.69,0.69,0.16198723385269384,0.26852481378159176,3.2257832184169634e-06,1.0000006609445222e-06,0.0,2.542905549431844e-06,1.0000006607224776e-06,0.0
"Power law α=2.5, kmax=30",2.5,30,0.7,0.7,0.16433487492302273,0.2734807730197012,3.33330738743964e-06,1.0000006609445222e-06,0.0,2.617438709431043e-06,1.0000006607224776e-06,0.0
"Power law α=2.5, kmax=30",2.5,30,0.71,0.7100000000000002,0.16668251599335168,0.27847560870191024,3.4479498855601277e-06,1.0000006609445222e-06,0.0,2.6971116389441407e-06,1.0000006607224776e-06,0.0
"Power law α=2.5, kmax=30",2.5,30,0.72,0.7200000000000002,0.16903015706368058,0.283509780072057,3.5711772796354806e-06,1.0000006609445222e-06,0.0,2.782474966543381e-06,1.0000006607224776e-06,0.0
"Power law α=2.5, kmax=30",2.5,30,0.73,0.73,0.17137779813400944,0.2885837536359146,3.70376078186213e-06,1.0000006609445222e-06,0.0,2.8741608761347417e-06,1.0000006607224776e-06,0.0
"Power law α=2.5, kmax=30",2.5,30,0.74,0.7399999999999999,0.1737254392043383,0.2936980033052999,3.846130565134904e-06,1.0000006609445222e-06,0.0,2.9728987923329015e-06,1.0000006607224776e-06,0.0
"Power law α=2.5, kmax=30",2.5,30,0.75,0.7500000000000001,0.17607308027466725,0.2988530105456287,3.999816304886198e-06,1.0000006609445222e-06,0.0,3.0795348300071878e-06,1.0000006607224776e-06,0.0
"Power law α=2.5, kmax=30",2.5,30,0.76,0.7600000000000001,0.17842072134499615,0.30404926452701153,4.166613713199241e-06,1.0000006609445222e-06,0.0,3.195056087849887e-06,1.0000006607224776e-06,0.0
"Power law α=2.5, kmax=30",2.5,30,0.77,0.7700000000000001,0.18076836241532504,0.3092872622789919,4.3474700217355014e-06,1.0000006609445222e-06,0.0,3.3206213154916695e-06,1.0000006607224776e-06,0.0
"Power law α=2.5, kmax=30",2.5,30,0.78,0.7799999999999999,0.1831160034856539,0.3145675088490287,4.545230304880466e-06,1.0000006609445222e-06,0.0,3.457599867543487e-06,1.0000006607224776e-06,0.0
"Power law α=2.5, kmax=30",2.5,30,0.79,0.7900000000000001,0.18546364455598285,0.3198905174648283,4.76177180907614e-06,1.0000006609445222e-06,0.0,3.607621882108055e-06,1.0000006607224776e-06,0.0
"Power law α=2.5, kmax=30",2.5,30,0.8,0.8000000000000002,0.18781128562631175,0.3252568097006375,4.999492525294301e-06,1.0000006609445222e-06,0.0,3.7726434184577746e-06,1.0000006607224776e-06,0.0
"Power law α=2.5, kmax=30",2.5,30,0.81,0.8100000000000002,0.19015892669664064,0.3306669156476091,5.263231384348163e-06,1.0000006609445222e-06,0.0,3.955032223203369e-06,1.0000006607224776e-06,0.0
"Power law α=2.5, kmax=30",2.5,30,0.82,0.82,0.19250656776696948,0.33612137408835774,5.555172739502202e-06,1.0000006609445222e-06,0.0,4.157682013450347e-06,1.0000006607224776e-06,0.0
"Power law α=2.5, kmax=30",2.5,30,0.83,0.83,0.1948542088372984,0.34162073267582627,5.881849873076629e-06,1.0000006609445222e-06,0.0,4.384167123600005e-06,1.0000006607224776e-06,0.0
"Power law α=2.5, kmax=30",2.5,30,0.84,0.8400000000000001,0.19720184990762732,0.347165548116588,6.249401097737542e-06,1.0000006609445222e-06,0.0,4.638955087187026e-06,1.0000006607224776e-06,0.0
"Power law α=2.5, kmax=30",2.5,30,0.85,0.8500000000000001,0.1995494909779562,0.35275638635871226,6.665903536280341e-06,1.0000006609445222e-06,0.0,4.927704189796496e-06,1.0000006607224776e-06,0.0
"Power law α=2.5, kmax=30",2.5,30,0.86,0.86,0.20189713204828508,0.3583938227843287,7.14182284016099e-06,1.0000006609445222e-06,0.0,5.2576884765751716e-06,1.0000006607224776e-06,0.0
"Power law α=2.5, kmax=30",2.5,30,0.87,0.8700000000000001,0.204244773118614,0.3640784424070258,7.691126886356763e-06,1.0000006609445222e-06,0.0,5.638418725431794e-06,1.0000006607224776e-06,0.0
"Power law α=2.5, kmax=30",2.5,30,0.88,0.8800000000000002,0.20659241418894292,0.3698108400742267,8.332123175982105e-06,1.0000006609445222e-06,0.0,6.082573598462312e-06,1.0000006607224776e-06,0.0
"Power law α=2.5, kmax=30",2.5,30,0.89,0.8900000000000001,0.2089400552592718,0.3755916206746901,9.08883368828696e-06,1.0000006609445222e-06,0.0,6.607438167805932e-06,1.0000006607224776e-06,0.0
"Power law α=2.5, kmax=30",2.5,30,0.9,0.8999999999999999,0.21128769632960065,0.3814213993512861,9.997065033437143e-06,1.0000006609445222e-06,0.0,7.237204278068896e-06,1.0000006607224776e-06,0.0
"Power law α=2.5, kmax=30",2.5,30,0.91,0.9100000000000001,0.2136353373999296,0.3873008017192073,1.1106799488160367e-05,1.0000006609445222e-06,0.0,8.006802076481446e-06,1.0000006607224776e-06,0.0
"Power law α=2.5, kmax=30",2.5,30,0.92,0.9200000000000002,0.2159829784702585,0.3932304640897742,1.249385351336146e-05,1.0000006609445222e-06,0.0,8.968599224996338e-06,1.0000006607224776e-06,0.0
"Power law α=2.5, kmax=30",2.5,30,0.93,0.9300000000000003,0.2183306195405874,0.39921103370000666,1.4276267971944526e-05,1.0000006609445222e-06,0.0,1.0204827615079388e-05,1.0000006607224776e-06,0.0
"Power law α=2.5, kmax=30",2.5,30,0.94,0.9399999999999998,0.22067826061091622,0.40524316894813195,1.6651340513972227e-05,1.0000006609445222e-06,0.0,1.1852394872600793e-05,1.0000006607224776e-06,0.0
"Power law α=2.5, kmax=30",2.5,30,0.95,0.9499999999999998,0.22302590168124511,0.41132753963521224,1.9973328922762352e-05,1.0000006609445222e-06,0.0,1.4157332178602596e-05,1.0000006607224776e-06,0.0
"Power law α=2.5, kmax=30",2.5,30,0.96,0.9600000000000001,0.22537354275157406,0.4174648272130754,2.4947477308995215e-05,1.0000006609445222e-06,0.0,1.761036400063775e-05,1.0000006607224776e-06,0.0
"Power law α=2.5, kmax=30",2.5,30,0.97,0.9700000000000002,0.22772118382190298,0.42365572503874427,3.3208049031875055e-05,1.0000006609445222e-06,0.0,2.3350673280674683e-05,1.0000006607224776e-06,0.0
"Power law α=2.5, kmax=30",2.5,30,0.98,0.9799999999999999,0.23006882489223182,0.42990093863556106,4.956391478581074e-05,1.0000006609445222e-06,0.0,3.475539092777472e-05,1.0000006607224776e-06,0.0
"Power law α=2.5, kmax=30",2.5,30,0.99,0.9899999999999999,0.23241646596256071,0.4362011859612165,9.536617911126196e-05,1.0000006609445222e-06,0.0,6.78260396575254e-05,1.0000006607224776e-06,0.0
"Power law α=2.5, kmax=30",2.5,30,1.0,1.0000000000000002,0.23476410703288966,0.44255719768289503,0.00033922564509971303,1.0000855320647188e-06,2.610065251631291,0.0003174462251123729,1.0000006607224776e-06,0.0
"Power law α=2.5, kmax=30",2.5,30,1.01,1.01,0.23711174810321853,0.4489697174597586,0.0020393657936313395,8.129907362138282e-06,321.7980449511238,0.002601352609841526,1.1094738576924784e-05,247.02617565439138
"Power law α=2.5, kmax=30",2.5,30,1.02,1.02,0.23945938917354745,0.4554395022329995,0.005564316860997417,2.928933752577214e-05,234.11585289632242,0.005609385008978075,4.123834509370261e-05,173.29433235830896
"Power law α=2.5, kmax=30",2.5,30,1.03,1.0299999999999998,0.2418070302438763,0.4619673225236965,0.008570640785815226,6.412903878917457e-05,183.9645991149779,0.008370357408382975,9.121274116668035e-05,134.11335283382087
"Power law α=2.5, kmax=30",2.5,30,1.04,1.04,0.24415467131420523,0.4685539627387254,0.01139335410200478,0.00011230715569892757,152.62381559538989,0.011111927626899226,0.00016080119901126528,110.16275406885173
"Power law α=2.5, kmax=30",2.5,30,1.05,1.05,0.24650231238453413,0.47520022148497376,0.014189476714027297,0.00017349400368928125,131.16327908197707,0.013838969402923135,0.00024978816926337667,93.90234755868897
"Power law α=2.5, kmax=30",2.5,30,1.06,1.06,0.24884995345486305,0.48190691189212864,0.01697072797812989,0.0002473630063939414,115.43288582214556,0.01655094909577174,0.0003579592593536754,82.08205205130129
"Power law α=2.5, kmax=30",2.5,30,1.07,1.0699999999999998,0.25119759452519186,0.4886748619443081,0.01973756858327933,0.0003336017737144807,103.38258456461412,0.019247872909730006,0.00048510109668200435,73.06182654566365
"Power law α=2.5, kmax=30",2.5,30,1.08,1.08,0.25354523559552083,0.495504914820823,0.022490120444226037,0.00043189963711071436,93.81234530863273,0.021929973297343325,0.0006310015292414553,65.91164779119478
"Power law α=2.5, kmax=30",2.5,30,1.09,1.09,0.2558928766658497,0.502397929246362,0.02522861254263343,0.000541960408049073,86.02215055376385,0.024597574906779916,0.0007954497761359352,60.11150278756969
"Power law α=2.5, kmax=30",2.5,30,1.1,1.1,0.2582405177361786,0.5093547798509049,0.027953335257497873,0.0006634891632784651,79.53198829970749,0.02725104086154824,0.0009782363107471385,55.281382034550866
"Power law α=2.5, kmax=30",2.5,30,1.11,1.1099999999999997,0.26058815880650743,0.5163763575396845,0.030664606435974028,0.0007962025200656548,74.04185104627616,0.029890748634791343,0.001179153122445948,51.2012800320008
"Power law α=2.5, kmax=30",2.5,30,1.12,1.12,0.2629357998768364,0.5234635698735195,0.0333627550571939,0.000939823258030284,69.33173329333233,0.03251707827299688,0.0013979939706092875,47.70119252981325
"Power law α=2.5, kmax=30",2.5,30,1.13,1.13,0.26528344094716527,0.5306173414598666,0.036048106453425294,0.0010940811734557673,65.23163079076977,0.035130406313567536,0.0016345545119726898,44.6611165279132
"Power law α=2.5, kmax=30",2.5,30,1.14,1.14,0.26763108201749414,0.5378386143549405,0.03872098713246596,0.001258712702425422,61.63154078851972,0.037731102538473046,0.0018886324724598086,41.99104977624441
"Power law α=2.5, kmax=30",2.5,30,1.15,1.1499999999999997,0.269978723087823,0.5451283484772699,0.04138171930935517,0.0014334613635910466,58.451461286532165,0.0403195282291753,0.0021600275368595205,39.63099077476937
"Power law α=2.5, kmax=30",2.5,30,1.16,1.1599999999999997,0.2723263641581519,0.5524875220330739,0.04403060735241785,0.0016180767368229043,55.61139028475712,0.04289603525539672,0.0024485424494556894,37.52093802345059
"Power law α=2.5, kmax=30",2.5,30,1.17,1.17,0.27467400522848084,0.5599171319538508,0.0466679553486413,0.0018123155547422297,53.05132628315708,0.04546096564486129,0.0027539811564297086,35.63089077226931
"Power law α=2.5, kmax=30",2.5,30,1.18,1.18,0.27702164629880976,0.567418194346593,0.049294057136237815,0.0020159402637777643,50.741268531713295,0.04801465143833887,0.003076152334017406,33.910847771194284
"Power law α=2.5, kmax=30",2.5,30,1.19,1.1899999999999997,0.2793692873691386,0.5749917449570534,0.05190919445507045,0.0022287206676145505,48.65121628040701,0.05055741471734543,0.0034148673101366406,32.36080902022551
"Power law α=2.5, kmax=30",2.5,30,1.2,1.1999999999999997,0.2817169284394675,0.5826388396465083,0.054513637752059446,0.0024504316153492155,46.73116827920698,0.05308956773721213,0.0037699376619683388,30.940773519337988
"Power law α=2.5, kmax=30",2.5,30,1.21,1.2099999999999997,0.2840645695097964,0.5903605548824776,0.057107652111202056,0.0026808528537019087,44.981124528113206,0.055611413124430346,0.0041411799082565065,29.630740768519214
"Power law α=2.5, kmax=30",2.5,30,1.22,1.22,0.28641221058012534,0.5981579882438786,0.05969149130836716,0.0029197716443065992,43.36108402710068,0.05812324411235072,0.004528416664629366,28.430710767769195
"Power law α=2.5, kmax=30",2.5,30,1.23,1.2299999999999998,0.2887598516504542,0.6060322589411162,0.06226540118200456,0.003166978080941109,41.86104652616316,0.06062534479880734,0.004931468944626122,27.320683017075428
"Power law α=2.5, kmax=30",2.5,30,1.24,1.2399999999999998,0.29110749272078307,0.6139845083516228,0.06482961701354795,0.003422271071773255,40.481012025300636,0.06311799041486972,0.005350166689805307,26.300657516437912
"Power law α=2.5, kmax=30",2.5,30,1.25,1.25,0.29345513379111204,0.6220159005713877,0.06738436731037407,0.0036854524481524514,39.190979774494366,0.06560144759775692,0.005784339988983228,25.340633515837897
"Power law α=2.5, kmax=30",2.5,30,1.26,1.26,0.29580277486144096,0.6301276229830364,0.06992987348875024,0.003956330640941967,37.99094977374435,0.06807597466327231,0.006233816770373941,24.450611265281633
"Power law α=2.5, kmax=30",2.5,30,1.27,1.27,0.29815041593176983,0.6383208868410413,0.07246633673761181,0.004234717672201002,36.87092177304433,0.07054182187471625,0.006698444479401114,23.61059026475662
"Power law α=2.5, kmax=30",2.5,30,1.28,1.2799999999999998,0.3004980570020987,0.6465969278746686,0.07499397083115986,0.0045204316874032854,35.81089527238181,0.07299923170630095,0.007178057879553758,22.83057076426911
"Power law α=2.5, kmax=30",2.5,30,1.29,1.29,0.3028456980724276,0.6549570069092951,0.0775129696293433,0.0048132940852641665,34.8308707717693,0.07544843909981086,0.007672501676267096,22.090552263806597
"Power law α=2.5, kmax=30",2.5,30,1.3,1.3,0.30519333914275654,0.6634024105067464,0.08002351414041343,0.005113131758155719,33.900847521188034,0.07788967171370977,0.008181633864180471,21.400535013375336
"Power law α=2.5, kmax=30",2.5,30,1.31,1.31,0.30754098021308546,0.6719344516253428,0.082525794315704,0.005419778052889228,33.02082552063802,0.08032315016429963,0.008705295815987724,20.750518762969076
"Power law α=2.5, kmax=30",2.5,30,1.32,1.3199999999999998,0.30988862128341427,0.6805544703003642,0.08501997741252676,0.0057330658874414075,32.19080477011926,0.08274908825871,0.009243356737117646,20.130503262581566
"Power law α=2.5, kmax=30",2.5,30,1.33,1.33,0.31223626235374324,0.6892638343456724,0.08750623657273146,0.006052833752565878,31.410785269631745,0.08516769321967538,0.009795656968213905,19.540488512212807
"Power law α=2.5, kmax=30",2.5,30,1.34,1.34,0.3145839034240721,0.6980639400772648,0.08998472701363412,0.006378934264439681,30.66076651916298,0.08757916590218774,0.010362098938812223,18.99047476186905
"Power law α=2.5, kmax=30",2.5,30,1.35,1.35,0.31693154449440103,0.7069562130595611,0.09245561154585147,0.006711205509023217,29.96074901872547,0.08998370100218381,0.010942509821838628,18.46046151153779
"Power law α=2.5, kmax=30",2.5,30,1.36,1.3599999999999997,0.31927918556472984,0.7159421088752639,0.09491902504743154,0.007049504056220825,29.29073226830671,0.09238148725743298,0.011536791880716414,17.960449011225283
"Power law α=2.5, kmax=30",2.5,30,1.37,1.37,0.3216268266350588,0.7250231139196627,0.09737512768936363,0.007393688234259253,28.6507162679067,0.0947727076409039,0.012144792090447026,17.490437260931525
"Power law α=2.5, kmax=30",2.5,30,1.38,1.38,0.3239744677053877,0.7342007462202935,0.09982403824021444,0.007743614095881632,28.04070101752544,0.09715753954682817,0.012766444687760427,17.030425760644018
"Power law α=2.5, kmax=30",2.5,30,1.39,1.39,0.32632210877571655,0.7434765562829059,0.10226590441927098,0.008099142717354575,27.46068651716293,0.09953615496977332,0.013401558053503619,16.60041501037526
"Power law α=2.5, kmax=30",2.5,30,1.4,1.3999999999999997,0.3286697498460454,0.7528521279647215,0.10470084430974565,0.008460146853222342,26.90067251681292,0.101908720676935,0.01405010624972422,16.180404510112755
"Power law α=2.5, kmax=30",2.5,30,1.41,1.41,0.3310173909163744,0.7623290793760238,0.10712898051907892,0.008826491545844396,26.370659266481663,0.10427539837397212,0.014711911402284769,15.780394509862749
"Power law α=2.5, kmax=30",2.5,30,1.42,1.42,0.33336503198670325,0.7719090638111529,0.10955043355141611,0.009198050830521144,25.860646516162905,0.10663634486463994,0.015386902224752856,15.400385009625243
"Power law α=2.5, kmax=30",2.5,30,1.43,1.43,0.3357126730570322,0.7815937707100301,0.11196530715690381,0.009574698528025324,25.370634265856648,0.10899171220446563,0.016074939639952747,15.040376009400235
"Power law α=2.5, kmax=30",2.5,30,1.44,1.4399999999999997,0.338060314127361,0.7913849266513908,0.11437371274990726,0.009956327118742676,24.91062276556914,0.11134164784874556,0.016775988401892067,14.68036700917523
"Power law α=2.5, kmax=30",2.5,30,1.45,1.4499999999999997,0.3404079551976899,0.8012842963789475,0.116775757099288,0.010342807869909293,24.460611515287884,0.11368629479509089,0.017489945150302416,14.350358758968975
"Power law α=2.5, kmax=30",2.5,30,1.46,1.46,0.3427555962680189,0.8112936838617669,0.1191715318195981,0.01073402471951311,24.030600765019127,0.11602579172077863,0.01821667821743987,14.02035050876272
"Power law α=2.5, kmax=30",2.5,30,1.47,1.47,0.34510323733834775,0.8214149333901981,0.1215611310154996,0.011129875253589959,23.61059026475662,0.11836027311512383,0.018956147995057307,13.710342758568965
"Power law α=2.5, kmax=30",2.5,30,1.48,1.4799999999999998,0.3474508784086766,0.8316499307087509,0.12394465255154805,0.011530242441234621,23.210580264506614,0.1206898694070892,0.019708238592389425,13.41033525838146
"Power law α=2.5, kmax=30",2.5,30,1.49,1.4899999999999998,0.3497985194790055,0.8420006041873856,0.12632217237158316,0.011935023247991637,22.83057076426911,0.12301470708836335,0.020472883059587478,13.120328008200206
"Power law α=2.5, kmax=30",2.5,30,1.5,1.5,0.35214616054933445,0.8524689260327408,0.12869377965479872,0.01234411258797969,22.460561514037853,0.12533490883208054,0.021250008150905532,12.840321008025201
"Power law α=2.5, kmax=30",2.5,30,1.51,1.51,0.3544938016196634,0.8630569135409015,0.13105955201939964,0.012757420469725882,22.100552513812847,0.1276505936073838,0.022039545573131487,12.570314257856447
"Power law α=2.5, kmax=30",2.5,30,1.52,1.52,0.35684144268999224,0.8737666303933733,0.13341956546194148,0.01317483392652928,21.75054376359409,0.1299618767900323,0.022841430589978444,12.310307757693943
"Power law α=2.5, kmax=30",2.5,30,1.53,1.5299999999999998,0.3591890837603211,0.8846001879980164,0.13577389014236774,0.013596267299112647,21.420535513387836,0.13226887026918552,0.02365558440120219,12.06030150753769
"Power law α=2.5, kmax=30",2.5,30,1.54,1.5400000000000003,0.3615367248306501,0.8955597468767658,0.13812259466283114,0.014021612369586663,21.10052751318783,0.13457168255056892,0.024481915635008247,11.810295257381435
"Power law α=2.5, kmax=30",2.5,30,1.55,1.55,0.36388436590097895,0.906647518102056,0.14046574603466597,0.014450801457206022,20.780519512987826,0.1368704188561609,0.025320511366465737,11.580289507237682
"Power law α=2.5, kmax=30",2.5,30,1.56,1.56,0.36623200697130787,0.9178657647839544,0.14280341209159725,0.014883736598836385,20.48051201280032,0.13916518122054133,0.026171176050268787,11.350283757093928
"Power law α=2.5, kmax=30",2.5,30,1.57,1.5699999999999998,0.3685796480416367,0.9292168036101061,0.1451356390944703,0.015320320885951394,20.190504762619067,0.14145606858406606,0.027033877658559934,11.130278256956425
"Power law α=2.5, kmax=30",2.5,30,1.58,1.58,0.37092728911196565,0.9407030064406879,0.14746249158222638,0.015760460116023126,19.910497762444063,0.14374317688297733,0.027908578510819113,10.910272756818921
"Power law α=2.5, kmax=30",2.5,30,1.59,1.5900000000000003,0.3732749301822946,0.9523268019606825,0.14978402232747332,0.016204121956236328,19.63049076226906,0.1460265991366039,0.028795220489427106,10.700267506687668
"Power law α=2.5, kmax=30",2.5,30,1.6,1.6,0.37562257125262344,0.9640906773918865,0.15210028721539243,0.016651164299156793,19.360484012100304,0.14830642553174872,0.029693919929794407,10.500262506562665
"Power law α=2.5, kmax=30",2.5,30,1.61,1.6099999999999997,0.37797021232295225,0.9759971802671878,0.1544113379015173,0.017101536210361923,19.1004775119378,0.15058274350439557,0.03060439096749891,10.310257756443912
"Power law α=2.5, kmax=30",2.5,30,1.62,1.6200000000000003,0.3803178533932813,0.9880489202697751,0.15671719853161972,0.01755517708810571,18.850471261781546,0.15285563781883965,0.031526726277020925,10.120253006325159
"Power law α=2.5, kmax=30",2.5,30,1.63,1.63,0.3826654944636101,1.0002485711400593,0.15901793735468026,0.01801199765058173,18.610465261631543,0.15512519064434352,0.032461060658601826,9.930248256206406
"Power law α=2.5, kmax=30",2.5,30,1.64,1.6400000000000001,0.385013135533939,1.0125988726532467,0.16131358591003475,0.018471906983086733,18.37045926148154,0.15739148162942745,0.03340707000977612,9.750243756093903
"Power law α=2.5, kmax=30",2.5,30,1.65,1.6499999999999997,0.3873607766042678,1.0251026326706207,0.16360418658301024,0.018934855792186497,18.140453511337785,0.1596545879738695,0.03436479239096288,9.5702392559814
"Power law α=2.5, kmax=30",2.5,30,1.66,1.66,0.3897084176745968,1.0377627292677751,0.16588977641402286,0.019400762575205246,17.920448011200282,0.16191458449853138,0.035334372591879395,9.400235005875148
"Power law α=2.5, kmax=30",2.5,30,1.67,1.6700000000000002,0.3920560587449257,1.0505821129431703,0.16817039584111296,0.019869572681558575,17.70044251106278,0.16417154371307333,0.0363156052735613,9.240231005775145
"Power law α=2.5, kmax=30",2.5,30,1.68,1.68,0.3944036998152546,1.0635638089105857,0.17044606238273302,0.020341195772938025,17.490437260931525,0.1664255358816442,0.03730859990498395,9.070226755668893
"Power law α=2.5, kmax=30",2.5,30,1.69,1.6899999999999997,0.3967513408855834,1.0767109194792015,0.17271682101676278,0.020815601018015953,17.280432010800272,0.16867662908663317,0.038313332270086695,8.92022300557514
"Power law α=2.5, kmax=30",2.5,30,1.7,1.6999999999999997,0.3990989819559123,1.090026626525249,0.17498269633631386,0.02129269500107399,17.08042701067527,0.1709248892905449,0.03932984717852356,8.760219005475138
"Power law α=2.5, kmax=30",2.5,30,1.71,1.71,0.4014466230262413,1.103514194059358,0.17724372095257662,0.021772420363933703,16.880422010550266,0.17317038039607055,0.040357986209231075,8.610215255381386
"Power law α=2.5, kmax=30",2.5,30,1.72,1.7200000000000002,0.4037942640965702,1.1171769708939605,0.17949992214317148,0.022254736992441446,16.690417260431513,0.17541316430443063,0.04139765698869623,8.470211755293883
"Power law α=2.5, kmax=30",2.5,30,1.73,1.7299999999999998,0.406141905166899,1.1310183934153273,0.18175132352091372,0.022739535212578724,16.50041251031276,0.17765330097202867,0.042449327993636585,8.320208005200131
"Power law α=2.5, kmax=30",2.5,30,1.74,1.7399999999999998,0.4084895462372279,1.145041988465051,0.183997931200536,0.02322684312018472,16.320408010200257,0.17989084846551237,0.04351253969097227,8.180204505112629
"Power law α=2.5, kmax=30",2.5,30,1.75,1.75,0.41083718730755686,1.159251376336061,0.18623978811638503,0.023716508669142322,16.150403760094004,0.18212586301525752,0.04458741929614603,8.050201255031377
"Power law α=2.5, kmax=30",2.5,30,1.76,1.76,0.4131848283778858,1.1736502738885093,0.1884769093276573,0.02420857819739325,15.970399259981502,0.1843583990673653,0.04567410811963328,7.910197754943875
"Power law α=2.5, kmax=30",2.5,30,1.77,1.7700000000000002,0.4155324694482147,1.1882424977911632,0.19070931256551696,0.024702904509976614,15.800395009875249,0.18658850933419763,0.04677250813480291,7.780194504862623
"Power law α=2.5, kmax=30",2.5,30,1.78,1.7799999999999998,0.4178801105185435,1.2030319678942394,0.19293701532588045,0.025199473388724067,15.640391009775247,0.18881624484352272,0.04788253428305474,7.66019150478762
"Power law α=2.5, kmax=30",2.5,30,1.79,1.7900000000000003,0.4202277515888725,1.2180227107399446,0.19516003384112704,0.025698215018771786,15.480387009675244,0.19104165498629383,0.04900463527967952,7.530188254706368
"Power law α=2.5, kmax=30",2.5,30,1.8,1.8000000000000003,0.4225753926592014,1.2332188632173275,0.19737838662456483,0.026199139806321048,15.32038300957524,0.19326478756312776,0.0501383490199416,7.410185254631366
"Power law α=2.5, kmax=30",2.5,30,1.81,1.81,0.4249230337295303,1.2486246763684026,0.19959208877663975,0.026702114908581445,15.160379009475237,0.19548568882951284,0.05128385483134046,7.290182254556364
"Power law α=2.5, kmax=30",2.5,30,1.82,1.8199999999999998,0.4272706747998591,1.2642445193529108,0.20180112992126215,0.027207154785028498,15.010375259381485,0.19770440353979102,0.05244098111021009,7.170179254481362
"Power law α=2.5, kmax=30",2.5,30,1.83,1.83,0.42961831587018806,1.2800828835794804,0.20400555136148568,0.02771414163529852,14.870371759293983,0.1999209749899539,0.05361042464692943,7.060176504412611
"Power law α=2.5, kmax=30",2.5,30,1.84,1.8400000000000003,0.431965956940517,1.2961443870113953,0.2062053531921501,0.028223161968951235,14.72036800920023,0.2021354450592857,0.05479149642217711,6.950173754343859
"Power law α=2.5, kmax=30",2.5,30,1.85,1.8500000000000003,0.4343135980108459,1.3124337786556348,0.20840054620256634,0.02873403520745607,14.580364509112728,0.20434785425089538,0.0559845876754783,6.840171004275107
"Power law α=2.5, kmax=30",2.5,30,1.86,1.8599999999999997,0.43666123908117466,1.3289559432443625,0.21059114153597142,0.029246764472204922,14.440361009025226,0.20655824173116608,0.05718961809328889,6.7301682542063554
"Power law α=2.5, kmax=30",2.5,30,1.87,1.8700000000000003,0.4390088801515037,1.3457159061185513,0.21277714288915056,0.02976126987503412,14.310357758943974,0.2087666453681546,0.058406511408769346,6.630165754143854
"Power law α=2.5, kmax=30",2.5,30,1.88,1.88,0.4413565212218325,1.3627188383239979,0.2149585611343486,0.03027760761465491,14.170354258856472,0.21097310176897785,0.05963563908031905,6.520163004075102
"Power law α=2.5, kmax=30",2.5,30,1.89,1.8900000000000001,0.4437041622921614,1.3799700619305935,0.21713539302730367,0.03079565355420079,14.04035100877522,0.213177646316208,0.06087699877334711,6.420160504012601
"Power law α=2.5, kmax=30",2.5,30,1.9,1.8999999999999997,0.44605180336249023,1.3974750555863318,0.21930766214463085,0.03131537747787462,13.920348008700218,0.21538031320330708,0.06213029986096927,6.320158003950099
"Power law α=2.5, kmax=30",2.5,30,1.91,1.91,0.4483994444328192,1.4152394603182394,0.2214753552616263,0.031836803069383385,13.790344758618966,0.21758113546913477,0.06339593773874273,6.230155753893848
"Power law α=2.5, kmax=30",2.5,30,1.92,1.9200000000000002,0.4507470855031481,1.4332690855931292,0.2236384877002257,0.03235980621918794,13.670341758543964,0.2197801450315488,0.06467411028223512,6.130153253831346
"Power law α=2.5, kmax=30",2.5,30,1.93,1.93,0.453094726573477,1.4515699156518478,0.22579706429240876,0.032884381442248284,13.550338758468962,0.22197737272011994,0.065964290718471,6.040151003775095
"Power law α=2.5, kmax=30",2.5,30,1.94,1.9399999999999997,0.4554423676438058,1.4701481161315404,0.22795108104710518,0.03341048460721979,13.43033575839396,0.22417284830799844,0.06726669994096986,5.950148753718843
"Power law α=2.5, kmax=30",2.5,30,1.95,1.9499999999999997,0.4577900087141347,1.4890100409913125,0.2301005478759339,0.0339380690730051,13.320333008325209,0.2263666005429402,0.06858182379894012,5.860146503662592
"Power law α=2.5, kmax=30",2.5,30,1.96,1.96,0.4601376497844637,1.5081622397576429,0.23224546374252025,0.03446714144997125,13.200330008250207,0.22855865717752377,0.06990978435903665,5.7701442536063405
"Power law α=2.5, kmax=30",2.5,30,1.97,1.9700000000000002,0.4624852908547926,1.5276114651068915,0.234385829442326,0.03499766101384004,13.090327258181455,0.2307490449985795,0.07125030268466674,5.680142003550089
"Power law α=2.5, kmax=30",2.5,30,1.98,1.9799999999999998,0.46483293192512143,1.5473646808033559,0.23652164770744857,0.035529535074920224,12.980324508112703,0.23293778985585203,0.07260265709858066,5.590139753493838
